transid,accountid,date,type,operation,amount,balance,ksymbol,bank,account
8591,31,1995-09-28,PRIJEM,VKLAD,29316,59392,NULL,NULL,NULL
8592,31,1995-10-29,PRIJEM,VKLAD,27452,71345,NULL,NULL,NULL
8593,31,1995-04-14,PRIJEM,VKLAD,49190,116627,NULL,NULL,NULL
8594,31,1995-01-08,PRIJEM,VKLAD,28892,104792,NULL,NULL,NULL
8595,31,1995-12-23,PRIJEM,VKLAD,40288,120682,NULL,NULL,NULL
8596,31,1995-11-29,PRIJEM,VKLAD,22009,64873,NULL,NULL,NULL
8597,31,1995-07-29,PRIJEM,VKLAD,7446,65379,NULL,NULL,NULL
8598,31,1995-04-17,PRIJEM,VKLAD,33456,125383,NULL,NULL,NULL
8599,31,1995-04-05,PRIJEM,VKLAD,38690,80939,NULL,NULL,NULL
8600,31,1995-01-10,PRIJEM,VKLAD,28587,71679,NULL,NULL,NULL
8601,31,1995-01-05,PRIJEM,VKLAD,30311,69787,NULL,NULL,NULL
8602,31,1995-01-12,PRIJEM,VKLAD,47153,118832,NULL,NULL,NULL
8603,31,1995-03-03,PRIJEM,VKLAD,8196,34623,NULL,NULL,NULL
8604,31,1995-06-18,PRIJEM,VKLAD,35257,127256,NULL,NULL,NULL
8605,31,1995-04-03,PRIJEM,VKLAD,10404,42249,NULL,NULL,NULL
8606,31,1995-03-03,PRIJEM,VKLAD,48559,83182,NULL,NULL,NULL
8607,31,1995-01-22,PRIJEM,VKLAD,25995,111847,NULL,NULL,NULL
8608,31,1995-05-28,PRIJEM,VKLAD,16728,73261,NULL,NULL,NULL
8609,31,1995-12-21,PRIJEM,VKLAD,35110,88494,NULL,NULL,NULL
8610,31,1995-10-09,PRIJEM,VKLAD,14143,73695,NULL,NULL,NULL
8611,31,1995-07-21,PRIJEM,VKLAD,15294,86533,NULL,NULL,NULL
8612,31,1995-06-07,PRIJEM,VKLAD,46849,120401,NULL,NULL,NULL
8613,31,1995-05-13,PRIJEM,VKLAD,49080,117033,NULL,NULL,NULL
8614,31,1995-07-20,PRIJEM,VKLAD,30761,71239,NULL,NULL,NULL
8615,31,1995-01-14,PRIJEM,VKLAD,37814,128844,NULL,NULL,NULL
8616,31,1995-01-05,PRIJEM,VKLAD,6113,75900,NULL,NULL,NULL
8617,31,1995-08-17,PRIJEM,VKLAD,11732,67153,NULL,NULL,NULL
8618,31,1995-05-10,PRIJEM,VKLAD,48163,78155,NULL,NULL,NULL
8619,31,1996-02-03,PRIJEM,VKLAD,12252,110093,NULL,NULL,NULL
8620,31,1996-02-08,PRIJEM,VKLAD,5053,77457,NULL,NULL,NULL
8621,31,1996-09-12,PRIJEM,VKLAD,26888,55007,NULL,NULL,NULL
8622,31,1996-10-26,PRIJEM,VKLAD,35548,77465,NULL,NULL,NULL
8623,31,1996-05-19,PRIJEM,VKLAD,20292,71654,NULL,NULL,NULL
8624,31,1996-02-07,PRIJEM,VKLAD,11711,121804,NULL,NULL,NULL
8625,31,1996-01-31,PRIJEM,VKLAD,35521,97582,NULL,NULL,NULL
8626,31,1996-01-18,PRIJEM,VKLAD,11689,51448,NULL,NULL,NULL
8627,31,1996-05-07,PRIJEM,VKLAD,16538,106864,NULL,NULL,NULL
8628,31,1996-03-21,PRIJEM,VKLAD,31761,79814,NULL,NULL,NULL
8629,31,1996-11-07,PRIJEM,VKLAD,25473,103138,NULL,NULL,NULL
8630,31,1996-04-11,PRIJEM,VKLAD,6727,86822,NULL,NULL,NULL
8631,31,1996-02-25,PRIJEM,VKLAD,21140,86695,NULL,NULL,NULL
8632,31,1996-11-14,PRIJEM,VKLAD,21545,77081,NULL,NULL,NULL
8633,31,1996-09-14,PRIJEM,VKLAD,8806,31606,NULL,NULL,NULL
8634,31,1996-10-11,PRIJEM,VKLAD,39228,70947,NULL,NULL,NULL
8635,31,1996-02-23,PRIJEM,VKLAD,21200,65555,NULL,NULL,NULL
8636,31,1996-04-18,PRIJEM,VKLAD,44981,90001,NULL,NULL,NULL
8637,31,1996-10-14,PRIJEM,VKLAD,20786,58031,NULL,NULL,NULL
8638,31,1996-11-19,PRIJEM,VKLAD,21589,75135,NULL,NULL,NULL
8639,31,1996-05-24,PRIJEM,VKLAD,38273,85572,NULL,NULL,NULL
8640,31,1996-01-23,PRIJEM,VKLAD,26065,77513,NULL,NULL,NULL
8641,31,1996-03-15,PRIJEM,VKLAD,7384,74453,NULL,NULL,NULL
8642,31,1996-07-09,PRIJEM,VKLAD,7532,36253,NULL,NULL,NULL
8643,31,1996-03-03,PRIJEM,VKLAD,15868,85371,NULL,NULL,NULL
8644,31,1996-07-22,PRIJEM,VKLAD,41372,61923,NULL,NULL,NULL
8645,31,1996-07-04,PRIJEM,VKLAD,27770,51486,NULL,NULL,NULL
8646,31,1997-05-18,PRIJEM,VKLAD,35611,53773,NULL,NULL,NULL
8647,31,1997-07-02,PRIJEM,VKLAD,24610,114435,NULL,NULL,NULL
8648,31,1997-01-15,PRIJEM,VKLAD,28088,47527,NULL,NULL,NULL
8649,31,1997-02-24,PRIJEM,VKLAD,14313,91878,NULL,NULL,NULL
8650,31,1997-12-02,PRIJEM,VKLAD,47148,56952,NULL,NULL,NULL
8651,31,1997-07-12,PRIJEM,VKLAD,21433,64368,NULL,NULL,NULL
8652,31,1997-07-02,PRIJEM,VKLAD,26437,89825,NULL,NULL,NULL
8653,31,1997-02-22,PRIJEM,VKLAD,16903,34230,NULL,NULL,NULL
8654,31,1997-05-31,PRIJEM,VKLAD,47476,124300,NULL,NULL,NULL
8655,31,1997-10-07,PRIJEM,VKLAD,42540,77295,NULL,NULL,NULL
8656,31,1997-10-02,PRIJEM,VKLAD,19742,40155,NULL,NULL,NULL
8657,31,1997-05-27,PRIJEM,VKLAD,31747,76824,NULL,NULL,NULL
8658,31,1997-08-31,PRIJEM,VKLAD,46990,57306,NULL,NULL,NULL
8659,31,1997-06-24,PRIJEM,VKLAD,46467,75728,NULL,NULL,NULL
8660,31,1997-03-04,PRIJEM,VKLAD,39840,131852,NULL,NULL,NULL
8661,31,1997-04-26,PRIJEM,VKLAD,30389,46672,NULL,NULL,NULL
8662,31,1997-04-01,PRIJEM,VKLAD,14597,43485,NULL,NULL,NULL
8663,31,1997-10-25,PRIJEM,VKLAD,23394,49687,NULL,NULL,NULL
8664,31,1997-02-24,PRIJEM,VKLAD,43335,77565,NULL,NULL,NULL
8665,31,1998-09-02,PRIJEM,VKLAD,24258,59401,NULL,NULL,NULL
8666,31,1998-04-13,PRIJEM,VKLAD,49940,112425,NULL,NULL,NULL
8667,31,1998-06-04,PRIJEM,VKLAD,19927,44987,NULL,NULL,NULL
8668,31,1998-02-28,PRIJEM,VKLAD,31907,65314,NULL,NULL,NULL
8669,31,1998-04-10,PRIJEM,VKLAD,46087,72687,NULL,NULL,NULL
8670,31,1998-03-24,PRIJEM,VKLAD,28479,48037,NULL,NULL,NULL
8671,31,1998-09-06,PRIJEM,VKLAD,25450,48451,NULL,NULL,NULL
8672,31,1998-04-15,PRIJEM,VKLAD,24706,137131,NULL,NULL,NULL
8673,31,1998-07-24,PRIJEM,VKLAD,9096,28684,NULL,NULL,NULL
8674,31,1998-02-19,PRIJEM,VKLAD,35917,41346,NULL,NULL,NULL
8675,31,1998-08-25,PRIJEM,VKLAD,5607,35036,NULL,NULL,NULL
8676,31,1998-01-21,PRIJEM,VKLAD,9986,15584,NULL,NULL,NULL
8677,31,1998-02-28,PRIJEM,VKLAD,46461,111775,NULL,NULL,NULL
8678,31,1998-08-08,PRIJEM,VKLAD,10843,39631,NULL,NULL,NULL
8685,31,1994-07-12,VYDAJ,"PREVOD NA UCET",10202,45320,SIPO,ST,42430687
8686,31,1994-08-12,VYDAJ,"PREVOD NA UCET",10202,86884,SIPO,ST,42430687
8687,31,1994-09-12,VYDAJ,"PREVOD NA UCET",10202,62495,SIPO,ST,42430687
8688,31,1994-10-12,VYDAJ,"PREVOD NA UCET",10202,58096,SIPO,ST,42430687
8689,31,1994-11-12,VYDAJ,"PREVOD NA UCET",10202,17808,SIPO,ST,42430687
8690,31,1994-12-12,VYDAJ,"PREVOD NA UCET",10202,47565,SIPO,ST,42430687
8691,31,1995-01-12,VYDAJ,"PREVOD NA UCET",10202,91030,SIPO,ST,42430687
8692,31,1995-02-12,VYDAJ,"PREVOD NA UCET",10202,35577,SIPO,ST,42430687
8693,31,1995-03-12,VYDAJ,"PREVOD NA UCET",10202,72980,SIPO,ST,42430687
8694,31,1995-04-12,VYDAJ,"PREVOD NA UCET",10202,67437,SIPO,ST,42430687
8695,31,1995-05-12,VYDAJ,"PREVOD NA UCET",10202,67953,SIPO,ST,42430687
8696,31,1995-06-12,VYDAJ,"PREVOD NA UCET",10202,91999,SIPO,ST,42430687
8697,31,1995-07-12,VYDAJ,"PREVOD NA UCET",10202,40478,SIPO,ST,42430687
8698,31,1995-08-12,VYDAJ,"PREVOD NA UCET",10202,55421,SIPO,ST,42430687
8699,31,1995-09-12,VYDAJ,"PREVOD NA UCET",10202,34876,SIPO,ST,42430687
8700,31,1995-10-12,VYDAJ,"PREVOD NA UCET",10202,63493,SIPO,ST,42430687
8701,31,1995-11-12,VYDAJ,"PREVOD NA UCET",10202,61364,SIPO,ST,42430687
8702,31,1995-12-12,VYDAJ,"PREVOD NA UCET",10202,85184,SIPO,ST,42430687
8703,31,1996-01-12,VYDAJ,"PREVOD NA UCET",10202,57159,SIPO,ST,42430687
8704,31,1996-02-12,VYDAJ,"PREVOD NA UCET",10202,67255,SIPO,ST,42430687
8705,31,1996-03-12,VYDAJ,"PREVOD NA UCET",10202,67069,SIPO,ST,42430687
8706,31,1996-04-12,VYDAJ,"PREVOD NA UCET",10202,76620,SIPO,ST,42430687
8707,31,1996-05-12,VYDAJ,"PREVOD NA UCET",10202,96662,SIPO,ST,42430687
8708,31,1996-06-12,VYDAJ,"PREVOD NA UCET",10202,46874,SIPO,ST,42430687
8709,31,1996-07-12,VYDAJ,"PREVOD NA UCET",10202,26051,SIPO,ST,42430687
8710,31,1996-08-12,VYDAJ,"PREVOD NA UCET",10202,46963,SIPO,ST,42430687
8711,31,1996-09-12,VYDAJ,"PREVOD NA UCET",10202,44805,SIPO,ST,42430687
8712,31,1996-10-12,VYDAJ,"PREVOD NA UCET",10202,60745,SIPO,ST,42430687
8713,31,1996-11-12,VYDAJ,"PREVOD NA UCET",10202,92936,SIPO,ST,42430687
8714,31,1996-12-12,VYDAJ,"PREVOD NA UCET",10202,39440,SIPO,ST,42430687
8715,31,1997-01-12,VYDAJ,"PREVOD NA UCET",10202,19439,SIPO,ST,42430687
8716,31,1997-02-12,VYDAJ,"PREVOD NA UCET",10202,17327,SIPO,ST,42430687
8717,31,1997-03-12,VYDAJ,"PREVOD NA UCET",10202,46150,SIPO,ST,42430687
8718,31,1997-04-12,VYDAJ,"PREVOD NA UCET",10202,16283,SIPO,ST,42430687
8719,31,1997-05-12,VYDAJ,"PREVOD NA UCET",10202,18162,SIPO,ST,42430687
8720,31,1997-06-12,VYDAJ,"PREVOD NA UCET",10202,41681,SIPO,ST,42430687
8721,31,1997-07-12,VYDAJ,"PREVOD NA UCET",10202,54166,SIPO,ST,42430687
8722,31,1997-08-12,VYDAJ,"PREVOD NA UCET",10202,10222,SIPO,ST,42430687
8723,31,1997-09-12,VYDAJ,"PREVOD NA UCET",10202,20289,SIPO,ST,42430687
8724,31,1997-10-12,VYDAJ,"PREVOD NA UCET",10202,26293,SIPO,ST,42430687
8725,31,1997-11-12,VYDAJ,"PREVOD NA UCET",10202,9720,SIPO,ST,42430687
8726,31,1997-12-12,VYDAJ,"PREVOD NA UCET",10202,15750,SIPO,ST,42430687
8727,31,1998-01-12,VYDAJ,"PREVOD NA UCET",10202,5598,SIPO,ST,42430687
8728,31,1998-02-12,VYDAJ,"PREVOD NA UCET",10202,5429,SIPO,ST,42430687
8729,31,1998-03-12,VYDAJ,"PREVOD NA UCET",10202,19558,SIPO,ST,42430687
8730,31,1998-04-12,VYDAJ,"PREVOD NA UCET",10202,62485,SIPO,ST,42430687
8731,31,1998-05-12,VYDAJ,"PREVOD NA UCET",10202,24888,SIPO,ST,42430687
8732,31,1998-06-12,VYDAJ,"PREVOD NA UCET",10202,29685,SIPO,ST,42430687
8733,31,1998-07-12,VYDAJ,"PREVOD NA UCET",10202,19588,SIPO,ST,42430687
8734,31,1998-08-12,VYDAJ,"PREVOD NA UCET",10202,29429,SIPO,ST,42430687
8735,31,1998-09-12,VYDAJ,"PREVOD NA UCET",10202,38249,SIPO,ST,42430687
8736,31,1998-10-12,VYDAJ,"PREVOD NA UCET",10202,23306,SIPO,ST,42430687
8737,31,1998-11-12,VYDAJ,"PREVOD NA UCET",10202,13222,SIPO,ST,42430687
8739,31,1994-07-04,VYBER,VYBER,8742,55522,NULL,NULL,NULL
8744,31,1994-09-09,VYBER,VYBER,2704,72697,NULL,NULL,NULL
8746,31,1994-12-18,VYBER,VYBER,20805,71300,NULL,NULL,NULL
8748,31,1994-10-19,VYBER,VYBER,10685,47411,NULL,NULL,NULL
8749,31,1994-07-18,VYBER,VYBER,6088,39232,NULL,NULL,NULL
8750,31,1994-10-01,VYBER,VYBER,16488,28957,NULL,NULL,NULL
8751,31,1994-07-21,VYBER,VYBER,12589,26643,NULL,NULL,NULL
8752,31,1995-05-02,VYBER,VYBER,24971,37492,NULL,NULL,NULL
8753,31,1995-01-16,VYBER,VYBER,9516,95528,NULL,NULL,NULL
8754,31,1995-03-30,VYBER,VYBER,19293,31587,NULL,NULL,NULL
8755,31,1995-01-19,VYBER,VYBER,9676,85852,NULL,NULL,NULL
8757,31,1996-10-14,VYBER,VYBER,16114,41917,NULL,NULL,NULL
8758,31,1996-09-13,VYBER,VYBER,10705,34100,NULL,NULL,NULL
8759,31,1996-08-06,VYBER,VYBER,4915,57165,NULL,NULL,NULL
8760,31,1996-01-27,VYBER,VYBER,5252,72261,NULL,NULL,NULL
8761,31,1996-07-02,VYBER,VYBER,8849,23716,NULL,NULL,NULL
8763,31,1996-06-01,VYBER,VYBER,15615,64576,NULL,NULL,NULL
8765,31,1996-11-14,VYBER,VYBER,23535,53546,NULL,NULL,NULL
8766,31,1996-05-21,VYBER,VYBER,24355,47299,NULL,NULL,NULL
8767,31,1996-02-26,VYBER,VYBER,17477,69218,NULL,NULL,NULL
8768,31,1996-07-08,VYBER,VYBER,22765,28721,NULL,NULL,NULL
8769,31,1997-02-09,VYBER,VYBER,17957,29729,NULL,NULL,NULL
8770,31,1997-03-27,VYBER,VYBER,17510,28640,NULL,NULL,NULL
8778,31,1997-06-21,VYBER,VYBER,12420,29261,NULL,NULL,NULL
8779,31,1997-05-25,VYBER,VYBER,8696,45077,NULL,NULL,NULL
8781,31,1998-02-19,VYBER,VYBER,8050,33296,NULL,NULL,NULL
8789,31,1998-09-13,VYBER,VYBER,4870,33379,NULL,NULL,NULL
8791,31,1998-03-27,VYBER,VYBER,21653,26384,NULL,NULL,NULL
8792,31,1994-12-30,VYDAJ,VYBER,6600,39300,NULL,NULL,NULL
8793,31,1995-12-22,VYDAJ,VYBER,8100,80394,NULL,NULL,NULL
8794,31,1996-12-06,VYDAJ,VYBER,8100,67342,NULL,NULL,NULL
8800,31,1994-10-27,VYDAJ,VYBER,6900,27811,NULL,NULL,NULL
8802,31,1995-02-17,VYDAJ,VYBER,12900,22677,NULL,NULL,NULL
8803,31,1995-05-02,VYDAJ,VYBER,7500,29992,NULL,NULL,NULL
8804,31,1995-06-26,VYDAJ,VYBER,12300,50356,NULL,NULL,NULL
8805,31,1995-04-06,VYDAJ,VYBER,3300,77639,NULL,NULL,NULL
8806,31,1995-02-01,VYDAJ,VYBER,11400,45779,NULL,NULL,NULL
8807,31,1995-12-25,VYDAJ,VYBER,11100,67082,NULL,NULL,NULL
8808,31,1996-06-10,VYDAJ,VYBER,7500,57076,NULL,NULL,NULL
8809,31,1996-01-28,VYDAJ,VYBER,10200,62061,NULL,NULL,NULL
8810,31,1996-03-12,VYDAJ,VYBER,8100,77271,NULL,NULL,NULL
8811,31,1996-05-18,VYDAJ,VYBER,5100,51362,NULL,NULL,NULL
8812,31,1996-05-28,VYDAJ,VYBER,5700,79872,NULL,NULL,NULL
8813,31,1996-06-13,VYDAJ,VYBER,3300,43574,NULL,NULL,NULL
8814,31,1997-07-24,VYDAJ,VYBER,12300,41866,NULL,NULL,NULL
8816,31,1997-06-28,VYDAJ,VYBER,12600,63128,NULL,NULL,NULL
8820,31,1997-10-02,VYDAJ,VYBER,5400,34755,NULL,NULL,NULL
8823,31,1998-06-08,VYDAJ,VYBER,5100,39887,NULL,NULL,NULL
8832,31,1994-06-30,VYDAJ,VYBER,15,64264,SLUZBY,NULL,NULL
8833,31,1994-07-31,VYDAJ,VYBER,15,53193,SLUZBY,NULL,NULL
8834,31,1994-08-31,VYDAJ,VYBER,15,90294,SLUZBY,NULL,NULL
8835,31,1994-09-30,VYDAJ,VYBER,15,45445,SLUZBY,NULL,NULL
8836,31,1994-10-31,VYDAJ,VYBER,15,28010,SLUZBY,NULL,NULL
8837,31,1994-11-30,VYDAJ,VYBER,15,22104,SLUZBY,NULL,NULL
8838,31,1994-12-31,VYDAJ,VYBER,15,39476,SLUZBY,NULL,NULL
8839,31,1995-01-31,VYDAJ,VYBER,15,57179,SLUZBY,NULL,NULL
8840,31,1995-02-28,VYDAJ,VYBER,15,26427,SLUZBY,NULL,NULL
8841,31,1995-03-31,VYDAJ,VYBER,15,31845,SLUZBY,NULL,NULL
8842,31,1995-04-30,VYDAJ,VYBER,15,62463,SLUZBY,NULL,NULL
8843,31,1995-05-31,VYDAJ,VYBER,15,73552,SLUZBY,NULL,NULL
8844,31,1995-06-30,VYDAJ,VYBER,15,50680,SLUZBY,NULL,NULL
8845,31,1995-07-31,VYDAJ,VYBER,15,65623,SLUZBY,NULL,NULL
8846,31,1995-08-31,VYDAJ,VYBER,15,45078,SLUZBY,NULL,NULL
8847,31,1995-09-30,VYDAJ,VYBER,15,59552,SLUZBY,NULL,NULL
8848,31,1995-10-31,VYDAJ,VYBER,15,71566,SLUZBY,NULL,NULL
8849,31,1995-11-30,VYDAJ,VYBER,15,65110,SLUZBY,NULL,NULL
8850,31,1995-12-31,VYDAJ,VYBER,15,67361,SLUZBY,NULL,NULL
8851,31,1996-01-31,VYDAJ,VYBER,15,97841,SLUZBY,NULL,NULL
8852,31,1996-02-29,VYDAJ,VYBER,15,69503,SLUZBY,NULL,NULL
8853,31,1996-03-31,VYDAJ,VYBER,15,80095,SLUZBY,NULL,NULL
8854,31,1996-04-30,VYDAJ,VYBER,15,90326,SLUZBY,NULL,NULL
8855,31,1996-05-31,VYDAJ,VYBER,15,80191,SLUZBY,NULL,NULL
8856,31,1996-06-30,VYDAJ,VYBER,15,32565,SLUZBY,NULL,NULL
8857,31,1996-07-31,VYDAJ,VYBER,15,62080,SLUZBY,NULL,NULL
8858,31,1996-08-31,VYDAJ,VYBER,15,28119,SLUZBY,NULL,NULL
8859,31,1996-09-30,VYDAJ,VYBER,15,31719,SLUZBY,NULL,NULL
8860,31,1996-10-31,VYDAJ,VYBER,15,77665,SLUZBY,NULL,NULL
8861,31,1996-11-30,VYDAJ,VYBER,15,75442,SLUZBY,NULL,NULL
8862,31,1996-12-31,VYDAJ,VYBER,15,39641,SLUZBY,NULL,NULL
8863,31,1997-01-31,VYDAJ,VYBER,15,47686,SLUZBY,NULL,NULL
8864,31,1997-02-28,VYDAJ,VYBER,15,92012,SLUZBY,NULL,NULL
8865,31,1997-03-31,VYDAJ,VYBER,15,28888,SLUZBY,NULL,NULL
8866,31,1997-04-30,VYDAJ,VYBER,15,46764,SLUZBY,NULL,NULL
8867,31,1997-05-31,VYDAJ,VYBER,15,94083,SLUZBY,NULL,NULL
8868,31,1997-06-30,VYDAJ,VYBER,15,63388,SLUZBY,NULL,NULL
8869,31,1997-07-31,VYDAJ,VYBER,15,42124,SLUZBY,NULL,NULL
8870,31,1997-08-31,VYDAJ,VYBER,15,57291,SLUZBY,NULL,NULL
8871,31,1997-09-30,VYDAJ,VYBER,15,20413,SLUZBY,NULL,NULL
8872,31,1997-10-31,VYDAJ,VYBER,15,49822,SLUZBY,NULL,NULL
8873,31,1997-11-30,VYDAJ,VYBER,15,9804,SLUZBY,NULL,NULL
8874,31,1997-12-31,VYDAJ,VYBER,15,15800,SLUZBY,NULL,NULL
8875,31,1998-01-31,VYDAJ,VYBER,15,15631,SLUZBY,NULL,NULL
8876,31,1998-02-28,VYDAJ,VYBER,15,111760,SLUZBY,NULL,NULL
8877,31,1998-03-31,VYDAJ,VYBER,15,26600,SLUZBY,NULL,NULL
8878,31,1998-04-30,VYDAJ,VYBER,15,83890,SLUZBY,NULL,NULL
8879,31,1998-05-31,VYDAJ,VYBER,15,25060,SLUZBY,NULL,NULL
8880,31,1998-06-30,VYDAJ,VYBER,15,29790,SLUZBY,NULL,NULL
8881,31,1998-07-31,VYDAJ,VYBER,15,28788,SLUZBY,NULL,NULL
8882,31,1998-08-31,VYDAJ,VYBER,15,35143,SLUZBY,NULL,NULL
8883,31,1998-09-30,VYDAJ,VYBER,15,33508,SLUZBY,NULL,NULL
8884,31,1998-10-31,VYDAJ,VYBER,15,23424,SLUZBY,NULL,NULL
8885,31,1998-11-30,VYDAJ,VYBER,15,13298,SLUZBY,NULL,NULL
8886,31,1994-05-27,VYDAJ,VYBER,21500,41942,NULL,NULL,NULL
8887,31,1994-06-26,VYDAJ,VYBER,35100,63985,NULL,NULL,NULL
8888,31,1994-07-26,VYDAJ,VYBER,33000,52982,NULL,NULL,NULL
8889,31,1994-08-23,VYDAJ,VYBER,18200,109763,NULL,NULL,NULL
8890,31,1994-08-25,VYDAJ,VYBER,37100,56387,NULL,NULL,NULL
8891,31,1994-08-25,VYDAJ,VYBER,33900,93487,NULL,NULL,NULL
8892,31,1994-09-02,VYDAJ,VYBER,44500,75401,NULL,NULL,NULL
8893,31,1994-09-24,VYDAJ,VYBER,17300,45195,NULL,NULL,NULL
8894,31,1994-10-24,VYDAJ,VYBER,12700,34711,NULL,NULL,NULL
8895,31,1994-11-23,PRIJEM,VKLAD,4200,22008,NULL,NULL,NULL
8896,31,1994-12-23,VYDAJ,VYBER,25400,45900,NULL,NULL,NULL
8897,31,1995-01-08,VYDAJ,VYBER,61700,43092,NULL,NULL,NULL
8898,31,1995-01-12,VYDAJ,VYBER,17600,101232,NULL,NULL,NULL
8899,31,1995-01-14,VYDAJ,VYBER,23800,105044,NULL,NULL,NULL
8900,31,1995-01-22,VYDAJ,VYBER,21900,56847,NULL,NULL,NULL
8901,31,1995-01-22,VYDAJ,VYBER,33100,78747,NULL,NULL,NULL
8902,31,1995-02-21,PRIJEM,VKLAD,3600,26277,NULL,NULL,NULL
8903,31,1995-03-23,VYDAJ,VYBER,22100,50880,NULL,NULL,NULL
8904,31,1995-04-14,VYDAJ,VYBER,24700,91927,NULL,NULL,NULL
8905,31,1995-04-17,VYDAJ,VYBER,29900,95483,NULL,NULL,NULL
8906,31,1995-04-22,VYDAJ,VYBER,33300,62183,NULL,NULL,NULL
8907,31,1995-05-13,VYDAJ,VYBER,34200,82833,NULL,NULL,NULL
8908,31,1995-05-22,VYDAJ,VYBER,26300,56533,NULL,NULL,NULL
8909,31,1995-06-07,VYDAJ,VYBER,18200,102201,NULL,NULL,NULL
8910,31,1995-06-18,VYDAJ,VYBER,33800,93456,NULL,NULL,NULL
8911,31,1995-06-21,VYDAJ,VYBER,30800,62656,NULL,NULL,NULL
8912,31,1995-07-21,VYDAJ,VYBER,28600,57933,NULL,NULL,NULL
8913,31,1995-08-20,VYDAJ,VYBER,22300,44853,NULL,NULL,NULL
8914,31,1995-09-19,VYDAJ,VYBER,4800,30076,NULL,NULL,NULL
8915,31,1995-10-19,VYDAJ,VYBER,19600,43893,NULL,NULL,NULL
8916,31,1995-11-18,VYDAJ,VYBER,18500,42864,NULL,NULL,NULL
8917,31,1995-12-18,VYDAJ,VYBER,31800,53384,NULL,NULL,NULL
8918,31,1995-12-23,VYDAJ,VYBER,42500,78182,NULL,NULL,NULL
8919,31,1996-01-17,VYDAJ,VYBER,17400,39759,NULL,NULL,NULL
8920,31,1996-02-07,VYDAJ,VYBER,49400,72404,NULL,NULL,NULL
8921,31,1996-02-16,VYDAJ,VYBER,22900,44355,NULL,NULL,NULL
8922,31,1996-03-17,VYDAJ,VYBER,26400,48053,NULL,NULL,NULL
8923,31,1996-04-16,VYDAJ,VYBER,31600,45020,NULL,NULL,NULL
8924,31,1996-05-16,VYDAJ,VYBER,40200,56462,NULL,NULL,NULL
8925,31,1996-06-15,VYDAJ,VYBER,11200,32374,NULL,NULL,NULL
8926,31,1996-07-15,VYDAJ,VYBER,5500,20551,NULL,NULL,NULL
8927,31,1996-08-14,VYDAJ,VYBER,19000,27963,NULL,NULL,NULL
8928,31,1996-09-13,VYDAJ,VYBER,11300,22800,NULL,NULL,NULL
8929,31,1996-10-13,VYDAJ,VYBER,23500,37245,NULL,NULL,NULL
8930,31,1996-11-12,VYDAJ,VYBER,37400,55536,NULL,NULL,NULL
8931,31,1996-12-12,VYDAJ,VYBER,17700,49642,NULL,NULL,NULL
8932,31,1997-01-11,VYDAJ,VYBER,10000,29641,NULL,NULL,NULL
8933,31,1997-02-10,VYDAJ,VYBER,2200,27529,NULL,NULL,NULL
8934,31,1997-03-04,VYDAJ,VYBER,43100,88752,NULL,NULL,NULL
8935,31,1997-03-12,VYDAJ,VYBER,32400,56352,NULL,NULL,NULL
8936,31,1997-04-11,VYDAJ,VYBER,17000,26485,NULL,NULL,NULL
8937,31,1997-05-11,VYDAJ,VYBER,18400,28364,NULL,NULL,NULL
8938,31,1997-05-31,VYDAJ,VYBER,30400,94098,NULL,NULL,NULL
8939,31,1997-06-10,VYDAJ,VYBER,42200,51883,NULL,NULL,NULL
8940,31,1997-07-02,VYDAJ,VYBER,36200,78235,NULL,NULL,NULL
8941,31,1997-07-10,VYDAJ,VYBER,35300,42935,NULL,NULL,NULL
8942,31,1997-08-09,VYDAJ,VYBER,21700,20424,NULL,NULL,NULL
8943,31,1997-09-08,VYDAJ,VYBER,26800,30491,NULL,NULL,NULL
8944,31,1997-10-08,VYDAJ,VYBER,40800,36495,NULL,NULL,NULL
8945,31,1997-11-07,VYDAJ,VYBER,29900,19922,NULL,NULL,NULL
8946,31,1997-12-07,VYDAJ,VYBER,31000,25952,NULL,NULL,NULL
8947,31,1998-02-28,VYDAJ,VYBER,35500,76260,NULL,NULL,NULL
8948,31,1998-03-07,VYDAJ,VYBER,46500,29760,NULL,NULL,NULL
8949,31,1998-04-15,VYDAJ,VYBER,53600,83531,NULL,NULL,NULL
8950,31,1998-05-06,VYDAJ,VYBER,48800,35090,NULL,NULL,NULL
8951,31,1998-09-03,VYDAJ,VYBER,36400,23001,NULL,NULL,NULL
9009,32,1995-08-28,PRIJEM,VKLAD,700,700,NULL,NULL,NULL
9018,32,1995-09-11,PRIJEM,VKLAD,16548,17248,NULL,NULL,NULL
9019,32,1995-10-11,PRIJEM,VKLAD,16548,39009,NULL,NULL,NULL
9020,32,1995-11-11,PRIJEM,VKLAD,16548,51058,NULL,NULL,NULL
9021,32,1995-12-11,PRIJEM,VKLAD,24822,63326,NULL,NULL,NULL
9022,32,1996-01-11,PRIJEM,VKLAD,16548,63541,NULL,NULL,NULL
9023,32,1996-02-11,PRIJEM,VKLAD,16548,59278,NULL,NULL,NULL
9024,32,1996-03-11,PRIJEM,VKLAD,16548,60591,NULL,NULL,NULL
9025,32,1996-04-11,PRIJEM,VKLAD,16548,59706,NULL,NULL,NULL
9026,32,1996-05-11,PRIJEM,VKLAD,16548,59119,NULL,NULL,NULL
9027,32,1996-06-11,PRIJEM,VKLAD,24822,62106,NULL,NULL,NULL
